item_group_id,item_name,last_modified,variations,sell_price,item_category_id,thumbnail,total_composition,is_consignment,variants,total_variants,online_status
2025,Elektrik,2023-07-24T08:26:04.875Z,,6100.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/a2fae225-45d7-4318-aa5a-d7a0454c5bed.jpg,0,False,"[{'item_group_id': 2025, 'item_id': 4276, 'item_code': 'Elektrik', 'item_name': 'Elektrik', 'is_bundle': False, 'variation_values': None, 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/a2fae225-45d7-4318-aa5a-d7a0454c5bed_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 6100}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '1630068086', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/elektrik', 'error_text': None, 'shop_id': '10924304'}]"
2024,Sepatu Vans OldSkoll High Cut Paste,2023-07-24T08:26:04.838Z,"[{'label': 'Ukuran Sepatu', 'value': ['43', '42']}]",600000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/283ad6ed-0832-4084-b843-144637add6b5.jpg,0,False,"[{'item_group_id': 2024, 'item_id': 4274, 'item_code': 'STG-OS-42', 'item_name': 'Sepatu Vans OldSkoll High Cut Paste', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Sepatu', 'value': '42'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772109728_283ad6ed-0832-4084-b843-144637add6b5_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 605000}, {'item_group_id': 2024, 'item_id': 4275, 'item_code': 'STG-OS-43', 'item_name': 'Sepatu Vans OldSkoll High Cut Paste', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Sepatu', 'value': '43'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/283ad6ed-0832-4084-b843-144637add6b5_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 600000}]",2,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8787792193', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/sepatu-vans-oldskoll-high-cut-paste', 'error_text': None, 'shop_id': '10924304'}]"
2023,dummy test 1,2023-07-24T08:26:04.745Z,,10000.0000,17876.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/db572503-4685-427a-a304-52618679e2d9.jpg,0,False,"[{'item_group_id': 2023, 'item_id': 4273, 'item_code': 'dummytest1', 'item_name': 'dummy test 1', 'is_bundle': False, 'variation_values': None, 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/db572503-4685-427a-a304-52618679e2d9_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 10000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '2079469086', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/dummy-test-1', 'error_text': None, 'shop_id': '10924304'}]"
2022,Sepatu Vans SK8 High Cut Paste,2023-07-24T08:26:04.721Z,"[{'label': 'Ukuran Sepatu', 'value': ['43', '42']}]",625000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/94f69669-695c-45ec-8273-49d2d848344a.jpg,0,False,"[{'item_group_id': 2022, 'item_id': 4271, 'item_code': 'STG-SVHD', 'item_name': 'Sepatu Vans SK8 High Cut Paste', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Sepatu', 'value': '43'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/94f69669-695c-45ec-8273-49d2d848344a_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 625000}, {'item_group_id': 2022, 'item_id': 4272, 'item_code': 'STG-SVHS', 'item_name': 'Sepatu Vans SK8 High Cut Paste', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Sepatu', 'value': '42'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/94f69669-695c-45ec-8273-49d2d848344a_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 625000}]",2,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8655537385', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/sepatu-vans-sk8-high-cut-paste', 'error_text': None, 'shop_id': '10924304'}]"
1315,Barang Bundle Test,2023-07-24T08:26:04.671Z,[],1000.0000,17876.0,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/d82c0f3d35120c5baffe8c027912ba0b_thumb.jpg,0,False,"[{'item_group_id': 1315, 'item_id': 2879, 'item_code': 'BBT1', 'item_name': 'Barang Bundle Test', 'is_bundle': False, 'variation_values': [], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/d82c0f3d35120c5baffe8c027912ba0b_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8492350583', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/barang-bundle-test', 'error_text': None, 'shop_id': '10924304'}]"
2021,Kemeja Wanita Oversize Cream,2023-07-24T08:26:03.882Z,"[{'label': 'Ukuran', 'value': ['M', 'S', 'L', 'XL']}]",1250000.0000,7276.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/2f5268f4-2b73-41f3-ab61-6f00eb36a970.png,0,False,"[{'item_group_id': 2021, 'item_id': 4267, 'item_code': 'KEM-WAN-OVE-CRE-1', 'item_name': 'Kemeja Wanita Oversize Cream', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/f8093ed0-4b71-4103-9ddb-5d72c761eee4_thumb.png', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1250000}, {'item_group_id': 2021, 'item_id': 4268, 'item_code': 'KEM-WAN-OVE-CRE-2', 'item_name': 'Kemeja Wanita Oversize Cream', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/9e01b853-392a-4777-a617-b36973e07a88_thumb.png', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1250000}, {'item_group_id': 2021, 'item_id': 4269, 'item_code': 'KEM-WAN-OVE-CRE-3', 'item_name': 'Kemeja Wanita Oversize Cream', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/474c9770-2b16-4291-8a5b-9e02276d2c76_thumb.png', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1250000}, {'item_group_id': 2021, 'item_id': 4270, 'item_code': 'KEM-WAN-OVE-CRE-4', 'item_name': 'Kemeja Wanita Oversize Cream', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'XL'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/006e5e31-5abb-4df6-962d-7e31ae240962_thumb.png', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1250000}]",4,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8846514648', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/kemeja-wanita-oversize-cream', 'error_text': None, 'shop_id': '10924304'}]"
2019,jubelio,2023-07-24T08:26:03.281Z,"[{'label': 'Warna', 'value': ['hitam']}]",10000.0000,17875.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/a15a7f9c-80f8-46b4-8199-c7d90da4cbf5.jpg,0,False,"[{'item_group_id': 2019, 'item_id': 4262, 'item_code': 'JUB-HIT', 'item_name': 'jubelio', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'hitam'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/461efd9b-fbee-47e2-b437-49ec1b2e84fb_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 10000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9240386973', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/jubelio', 'error_text': None, 'shop_id': '10924304'}]"
1507,Atasan Batik Wanita,2023-07-24T08:26:03.210Z,"[{'label': 'Ukuran', 'values': ['Int:M', 'Int:XL']}, {'label': 'Warna', 'values': ['Cream']}]",100000.0000,,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/b4ba353be008532f7bf02e48fd2d40e0_thumb.jpg,0,False,"[{'item_group_id': 1507, 'item_id': 3259, 'item_code': 'ATA-BAT-WAN-M-CRE', 'item_name': 'Atasan Batik Wanita', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'Cream'}, {'label': 'Ukuran', 'value': 'Int:M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/b4ba353be008532f7bf02e48fd2d40e0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 100000}, {'item_group_id': 1507, 'item_id': 4256, 'item_code': 'ATA-BAT-WAN-S-M-01', 'item_name': 'Atasan Batik wanita', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': '02 White'}, {'label': 'Ukuran', 'value': 'S-M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': None, 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 100000}, {'item_group_id': 1507, 'item_id': 4257, 'item_code': 'ATA-BAT-WAN-S-M-02', 'item_name': 'Atasan Batik wanita', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': '02 White'}, {'label': 'Ukuran', 'value': 'Int:M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': None, 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 100000}, {'item_group_id': 1507, 'item_id': 3260, 'item_code': 'ATA-BAT-WAN-XL-CRE', 'item_name': 'Atasan Batik Wanita', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'Cream'}, {'label': 'Ukuran', 'value': 'Int:XL'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': None, 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 100000}]",4,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9263014116', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/atasan-batik-wanita', 'error_text': None, 'shop_id': '10924304'}]"
2017,Buku Kenangan,2023-07-24T08:26:02.787Z,"[{'label': 'Ukuran', 'value': ['32', '31']}]",1450000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/dde4ed02-0671-4bfa-a78e-28824c3b84e1.jpg,0,False,"[{'item_group_id': 2017, 'item_id': 4258, 'item_code': 'BUK-KEN-#31', 'item_name': 'Buku Kenangan', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': '31'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/6f19c8f1-1917-4513-8f17-2b1c9010637e_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1450000}, {'item_group_id': 2017, 'item_id': 4259, 'item_code': 'BUK-KEN-#32', 'item_name': 'Buku Kenangan', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': '32'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/82d6ed36-2b15-4ada-832d-5685cc989bbb_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1450000}]",2,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9268138096', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/buku-kenangan', 'error_text': None, 'shop_id': '10924304'}]"
2016,dummytest2,2023-07-24T08:26:02.652Z,"[{'label': 'Warna', 'value': ['Putih', 'Hitam']}]",700000.0000,17876.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/0dcc5c43-c8fb-49be-9be3-a9f899816401.png,0,False,"[{'item_group_id': 2016, 'item_id': 4255, 'item_code': 'dummytest2-WH', 'item_name': 'dummytest2', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'Putih'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772115658_0dcc5c43-c8fb-49be-9be3-a9f899816401_thumb.png', 'store_names': None, 'sell_price': 707000}]",1,
1747,Pashmina Polos,2023-07-24T08:26:02.084Z,[],10000.0000,,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/1b4b21a59ad9fd84edb147db33c15774_thumb.jpg,0,False,"[{'item_group_id': 1747, 'item_id': 3753, 'item_code': 'PP', 'item_name': 'Pashmina Polos', 'is_bundle': False, 'variation_values': [], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/1b4b21a59ad9fd84edb147db33c15774_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 10000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '7394527635', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/pashmina-polos', 'error_text': None, 'shop_id': '10924304'}]"
2014,produk jube,2023-07-24T08:26:02.027Z,,70000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1705058977134_d0501821-e835-4d70-a53c-fe5412e10092.jpg,0,False,"[{'item_group_id': 2014, 'item_id': 4251, 'item_code': 'produkshipment', 'item_name': 'produk jube', 'is_bundle': False, 'variation_values': None, 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/d0501821-e835-4d70-a53c-fe5412e10092_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 70000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '7178868626', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/produk-jube', 'error_text': None, 'shop_id': '10924304'}]"
1820,Test Test Sync Stock,2023-07-24T08:26:01.511Z,[],1000.0000,17876.0,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/0e25c8b67bb63ac8f7d75ebd7446e98c_thumb.jpg,0,False,"[{'item_group_id': 1820, 'item_id': 3994, 'item_code': 'TTSS01', 'item_name': 'Test Test Sync Stock', 'is_bundle': False, 'variation_values': [], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/0e25c8b67bb63ac8f7d75ebd7446e98c_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '7746525913', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/test-test-sync-stock', 'error_text': None, 'shop_id': '10924304'}]"
2013,Vans OldSkool High Cut Paste,2023-07-24T08:26:01.495Z,"[{'label': 'Ukuran', 'value': ['42', '40']}, {'label': 'model fitting', 'value': ['High Cut']}]",625000.0000,15036.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/d5b6c901-d894-4793-9200-2e58acb6191e.jpg,0,False,"[{'item_group_id': 2013, 'item_id': 4249, 'item_code': 'STG-OS-BL40', 'item_name': 'Vans OldSkool High Cut Paste', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': '40'}, {'label': 'model fitting', 'value': 'High Cut'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/cae792c2-4bdc-4afc-9e84-967b1a026a3f_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 650000}, {'item_group_id': 2013, 'item_id': 4250, 'item_code': 'STG-OS-BL42', 'item_name': 'Vans OldSkool High Cut Paste', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': '42'}, {'label': 'model fitting', 'value': 'High Cut'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/285992e5-8890-4053-bd48-e9b7eeba5c2b_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 625000}]",2,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9092371530', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/vans-oldskool-high-cut-paste', 'error_text': None, 'shop_id': '10924304'}]"
2015,Atasan Kaos Polo T-Shirt,2023-07-24T08:26:01.488Z,"[{'label': 'Warna', 'value': ['BLACK', 'WHITE', 'PUTIH']}]",35000.0000,18199.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1705058976238_48febe9e-7893-4676-b8a2-425b38ae24a3.jpg,0,False,"[{'item_group_id': 2015, 'item_id': 4252, 'item_code': '02', 'item_name': 'Atasan Kaos Polo T-Shirt', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'PUTIH'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/78264820-dd15-4f55-a19d-4dce6e5b9ff7_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 35000}, {'item_group_id': 2015, 'item_id': 4253, 'item_code': 'ATA-KAO-POL-T-S--L-X-BLA', 'item_name': 'Atasan Kaos Polo T-Shirt', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'BLACK'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/5c1c928a-26d1-4356-99c8-37f53bd561e5_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 100002}, {'item_group_id': 2015, 'item_id': 4254, 'item_code': 'ATA-KAO-POL-T-S--S-M-BLA', 'item_name': 'Atasan Kaos Polo T-Shirt', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'WHITE'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/37a2d33b-cc8f-438e-b07f-668fdfdc9cbc_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 85000}]",3,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9715641026', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/atasan-kaos-polo-t-shirt', 'error_text': None, 'shop_id': '10924304'}]"
1311,"Baju Distro Red Fox #,.!$%^&*()=-+[]\|{};:'""/?~",2023-07-24T08:26:01.301Z,[],65000.0000,18200.0,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/fa81def7c11301c605c161801a76f147_thumb.jpg,0,False,"[{'item_group_id': 1311, 'item_id': 2875, 'item_code': 'RedFoxing', 'item_name': 'Baju Distro Red Fox #,.!$%^&*()=-+[]\\|{};:\'""/?~', 'is_bundle': False, 'variation_values': [], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/fa81def7c11301c605c161801a76f147_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 65000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9522121732', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/baju-distro-red-foxes', 'error_text': None, 'shop_id': '10924304'}]"
2012,Long Dress,2023-07-24T08:26:01.048Z,"[{'label': 'Ukuran', 'value': ['M', 'S', '4L', 'L']}]",50000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1eef680d-ea3b-4469-b61a-db4d5c73c258.jpg,0,False,"[{'item_group_id': 2012, 'item_id': 4245, 'item_code': 'LON-DRE-M', 'item_name': 'Long Dress', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/17ce105c-bbef-4692-8ab4-3d15f2a6e02d_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 50000}, {'item_group_id': 2012, 'item_id': 4246, 'item_code': 'LON-DRE-S', 'item_name': 'Long Dress', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/02bac8ea-266a-4b5c-aeab-80c54f8cd5bb_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 50000}, {'item_group_id': 2012, 'item_id': 4247, 'item_code': 'MIN-DRE-M', 'item_name': 'Long Dress', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/d155361e-bfdb-44da-a853-500ce1dd24a6_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 50000}, {'item_group_id': 2012, 'item_id': 4248, 'item_code': 'MIN-DRE-S', 'item_name': 'Long Dress', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': '4L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/3bc9e0d9-b6ca-4c80-bd9c-1542160e908f_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 50000}]",4,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8995691136', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/long-dress', 'error_text': None, 'shop_id': '10924304'}]"
1310,(JANGAN DI CHECKOUT ) CASE KUCING PINK ya,2023-07-24T08:26:01.031Z,[],20000.0000,18329.0,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/1c49f541d912358894d85c3f16c68ede_thumb.jpg,0,False,"[{'item_group_id': 1310, 'item_id': 2874, 'item_code': 'KUCINGPINK', 'item_name': '(JANGAN DI CHECKOUT ) CASE KUCING PINK ya', 'is_bundle': False, 'variation_values': [], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/1c49f541d912358894d85c3f16c68ede_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 20000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9716580979', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/jangan-di-checkout-case-kucing-pink-ya', 'error_text': None, 'shop_id': '10924304'}]"
